wave,line
22690.982,4.81E+01
22740.375,9.32E+01
22743.555,9.32E+01
22832.852,1.87E-06
22835.537,1.87E-06
22845.42,5.66E-06
22850.73,5.66E-06
22938.246,1.64E+01
22939.947,1.64E+01
22945.449,2.71E-04
22951.232,2.71E-04
22967.426,3.98E-04
22976.295,3.98E-04
22983.535,2.98E+01
22987.475,2.98E+01
23059.154,1.53E-07
23062.48,1.53E-07
23071.301,4.34E-07
23077.504,4.34E-07
23206.219,4.56E+00
23208.521,4.56E+00
23247.104,7.87E+00
23251.873,7.87E+00
23295.094,2.19E-05
23301.865,2.19E-05
23307.689,1.07E-08
23311.736,1.07E-08
23315.654,3.17E-05
23319.463,2.87E-08
23325.809,3.17E-05
23326.656,2.87E-08
23494.91,1.04E+00
23497.879,1.04E+00
23532.115,1.73E+00
23537.791,1.73E+00
23580.016,6.46E-10
23584.869,6.46E-10
23669.15,1.49E-06
23677.039,1.49E-06
23688.494,2.13E-06
23700.094,2.13E-06
23805.635,1.98E-01
23809.344,1.98E-01
23839.762,3.17E-01
23846.436,3.17E-01
24069.531,8.62E-08
24078.689,8.62E-08
24139.867,3.13E-02
24144.396,3.13E-02
24171.414,4.87E-02
24179.184,4.87E-02
24499.26,4.16E-03
24504.705,4.16E-03
24528.643,6.31E-03
24537.625,6.31E-03
24885.682,4.66E-04
24892.15,4.66E-04
24913.246,6.92E-04
24923.572,6.92E-04
25301.242,4.43E-05
25308.863,4.43E-05
25327.279,6.46E-05
25339.107,6.46E-05
25748.34,3.59E-06
25757.262,3.59E-06
25773.098,5.15E-06
25786.607,5.15E-06
26229.707,2.49E-07
26240.104,2.49E-07
